Item_9536_Desc,aFPj,d道具_Item_A.csv,8,Item,Desc,,自融蚀浆中提取的高纯度源液，极为珍贵。可提炼、衰变为银芯。,融触液から抽出された高純度の源液。非常に貴重で、シルバーコアへ精製・変換が可能。
Item_9536_Name,aFPl,d道具_Item_A.csv,8,Item,Name,,源液,源液
Item_9567_Desc,aFRv,d道具_Item_A.csv,9,Item,Desc,,蕴含强大精神力量的类银物质，稀有而昂贵。,強力な精神力を秘めた銀色の物資。希少で高価。
Item_9567_Name,aFRx,d道具_Item_A.csv,9,Item,Name,,银芯,シルバーコア
Item_10108_Desc,aCQH,d道具_Item_A.csv,10,Item,Desc,,王国货币的优雅代称。处处皆可获取，事事皆需使用。,王国通貨の優雅な別名。どこでも手に入り、何にでも使える。
Item_10108_Name,aCQJ,d道具_Item_A.csv,10,Item,Name,,蔷薇金券,薔薇金券
Item_9578_Desc,aFSj,d道具_Item_A.csv,11,Item,Desc,,温柯尔小姐研制的神秘制剂，帮助调查员在密境中保持理智。副作用未知，请谨慎使用。\n当前数量小于300时，每5分钟将自动补充1支；超出300时，每15分钟自动补充1支。\n最多可持有3000支。,ウインクル開発の神秘的な製剤。\n調査員が密境で理性を保つのを助ける。副作用は不明で、慎重に使用した方が良い。\n\n所持数が300未満の場合、5分毎に1本自動で補充される。\n所持数があ300を超えると15分毎に1本自動で補充される。\n最大3000本まで所持できる。
Item_9578_Name,aFSl,d道具_Item_A.csv,11,Item,Name,,灵啡肽,エンフェリン
Item_9556_Desc,aFQH,d道具_Item_A.csv,12,Item,Desc,,经验达到一定值时，守密人等级提升。可在调查关卡、幕间演习等玩法中消耗灵啡肽获得。,経験値が一定値に達すると、調査レベルが上がる。調査ステージや強化演習などでエンフェリンを消費して獲得可能。
Item_9556_Name,aFQJ,d道具_Item_A.csv,12,Item,Name,,经验,経験値
Item_9916_Desc,aGqT,d道具_Item_A.csv,13,Item,Desc,,由弥萨格大学创始人研究出的，能够提升唤醒体能力的制剂。\n由银芯与秘药调配而成，呈现出一种特殊的颜色。,ミサゴ大学の創始者が研究した、覚醒体の能力を高める薬剤。\nシルバーコアと秘薬で調合され、奇妙な色合いを持つ。
Item_9916_Name,aGqV,d道具_Item_A.csv,13,Item,Name,,灵知制剂,霊知の薬剤
Item_9615_Desc,aFVb,d道具_Item_A.csv,17,Item,Desc,,它沉淀未知。\n根源浮沫脱水后的沉淀物。仔细保管，这可是弥萨格商店的硬通货。,未知を沈殿させる。\n根源の泡を脱水した後の沈殿物。\n大切に保管しよう、これはミサゴ商店の通貨だ。
Item_9615_Name,aFVd,d道具_Item_A.csv,17,Item,Name,,根源沉淀,根源沈殿
Item_9607_Desc,aFUv,d道具_Item_A.csv,18,Item,Desc,,一些繁琐却不得不做的日常工作。\n批示报告所用的红色印章，用于提升课题纪录的进度，证明你是个从不偷懒的好学生。,面倒だけど避けられない課題。\n報告書に使う赤い印章で、課題の進捗を示し、勤勉な学生であることを証明する。
Item_9607_Name,aFUx,d道具_Item_A.csv,18,Item,Name,,课题证明,課題証明
Item_9542_Desc,aFPH,d道具_Item_A.csv,19,Item,Desc,,被灾厄打磨的奇迹。\n在幻梦深潜中掉落的稀有融蚀结晶，通体散发月光般的光泽。用以在弥萨格商店中兑换物品。,災厄が磨いた奇跡。
Item_9542_Name,aFPJ,d道具_Item_A.csv,19,Item,Name,,融蚀之珠,融触の珠
Item_20482_Desc,aCRT,d道具_Item_A.csv,20,Item,Desc,,金闪闪的徽章，上面篆刻象征雷欧王国的蔷薇。在地下市场能卖个不错的好价钱。\n用以表彰在调查行动中取得优异成绩的守密人，用以在交换商店中兑换物资。,金色に輝く勲章で、レオ王国の薔薇が刻まれている。地下市場で高値で売れる。\n調査で優れた成績を収めた守秘者を表彰し、交換商店で物資と交換可能。
Item_20482_Name,aCRV,d道具_Item_A.csv,20,Item,Name,,调查徽章,調査勲章
Item_20481_Desc,aCRP,d道具_Item_A.csv,21,Item,Desc,,扑通，扑通。\n散落在无光之境中的小小心脏，是「祂们」最爱的食物。\n用以交换命轮和无垢之芯等物资。,ドクン、ドクン。\n闇の境界に散らばる小さな心臓で「彼ら」の大好物。\n命輪やヘブンズコアなどと交換可能。
Item_20481_Name,aCRR,d道具_Item_A.csv,21,Item,Name,,黑色贡物,黒い供物
