AwakerBreakThrough_唤醒体@24_BreakthroughConditionDescription_1,arQw,h唤醒体突破_AwakerBreakThrough_A_M.csv,44,AwakerBreakThrough,BreakthroughConditionDescription,,完成 「调查行动」第1章,「調査」第1章を完了する,
AwakerBreakThrough_唤醒体@24_BreakthroughConditionDescription_2,arQx,h唤醒体突破_AwakerBreakThrough_A_M.csv,45,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
AwakerBreakThrough_唤醒体@24_BreakthroughConditionDescription_3,arQy,h唤醒体突破_AwakerBreakThrough_A_M.csv,46,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
AwakerBreakThrough_唤醒体@24_BreakthroughConditionDescription_4,arQz,h唤醒体突破_AwakerBreakThrough_A_M.csv,47,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
AwakerBreakThrough_唤醒体@24_BreakthroughConditionDescription_5,arQA,h唤醒体突破_AwakerBreakThrough_A_M.csv,48,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
AwakerBreakThrough_唤醒体@丰穰之息_BreakthroughConditionDescription_1,arQU,h唤醒体突破_AwakerBreakThrough_A_M.csv,152,AwakerBreakThrough,BreakthroughConditionDescription,,完成 「调查行动」第1章,「調査」第1章を完了する,
AwakerBreakThrough_唤醒体@丰穰之息_BreakthroughConditionDescription_2,arQV,h唤醒体突破_AwakerBreakThrough_A_M.csv,153,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
AwakerBreakThrough_唤醒体@丰穰之息_BreakthroughConditionDescription_3,arQW,h唤醒体突破_AwakerBreakThrough_A_M.csv,154,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
AwakerBreakThrough_唤醒体@丰穰之息_BreakthroughConditionDescription_4,arQX,h唤醒体突破_AwakerBreakThrough_A_M.csv,155,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
AwakerBreakThrough_唤醒体@丰穰之息_BreakthroughConditionDescription_5,arQY,h唤醒体突破_AwakerBreakThrough_A_M.csv,156,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
AwakerBreakThrough_唤醒体@亚弗戈蒙_BreakthroughConditionDescription_1,arRs,h唤醒体突破_AwakerBreakThrough_A_M.csv,386,AwakerBreakThrough,BreakthroughConditionDescription,,完成 「调查行动」第1章,「調査」第1章を完了する,
AwakerBreakThrough_唤醒体@亚弗戈蒙_BreakthroughConditionDescription_2,arRt,h唤醒体突破_AwakerBreakThrough_A_M.csv,387,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
AwakerBreakThrough_唤醒体@亚弗戈蒙_BreakthroughConditionDescription_3,arRu,h唤醒体突破_AwakerBreakThrough_A_M.csv,388,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
AwakerBreakThrough_唤醒体@亚弗戈蒙_BreakthroughConditionDescription_4,arRv,h唤醒体突破_AwakerBreakThrough_A_M.csv,389,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
AwakerBreakThrough_唤醒体@亚弗戈蒙_BreakthroughConditionDescription_5,arRw,h唤醒体突破_AwakerBreakThrough_A_M.csv,390,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
AwakerBreakThrough_唤醒体@仁爱主祭_BreakthroughConditionDescription_1,arRQ,h唤醒体突破_AwakerBreakThrough_A_M.csv,158,AwakerBreakThrough,BreakthroughConditionDescription,,完成 「调查行动」第1章,「調査」第1章を完了する,
AwakerBreakThrough_唤醒体@仁爱主祭_BreakthroughConditionDescription_2,arRR,h唤醒体突破_AwakerBreakThrough_A_M.csv,159,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
AwakerBreakThrough_唤醒体@仁爱主祭_BreakthroughConditionDescription_3,arRS,h唤醒体突破_AwakerBreakThrough_A_M.csv,160,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
AwakerBreakThrough_唤醒体@仁爱主祭_BreakthroughConditionDescription_4,arRT,h唤醒体突破_AwakerBreakThrough_A_M.csv,161,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
AwakerBreakThrough_唤醒体@仁爱主祭_BreakthroughConditionDescription_5,arRU,h唤醒体突破_AwakerBreakThrough_A_M.csv,162,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
AwakerBreakThrough_唤醒体@克珀珊特_BreakthroughConditionDescription_1,arSo,h唤醒体突破_AwakerBreakThrough_A_M.csv,290,AwakerBreakThrough,BreakthroughConditionDescription,,完成 「调查行动」第1章,「調査」第1章を完了する,
AwakerBreakThrough_唤醒体@克珀珊特_BreakthroughConditionDescription_2,arSp,h唤醒体突破_AwakerBreakThrough_A_M.csv,291,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
AwakerBreakThrough_唤醒体@克珀珊特_BreakthroughConditionDescription_3,arSq,h唤醒体突破_AwakerBreakThrough_A_M.csv,292,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
AwakerBreakThrough_唤醒体@克珀珊特_BreakthroughConditionDescription_4,arSr,h唤醒体突破_AwakerBreakThrough_A_M.csv,293,AwakerBreakThrough,BreakthroughConditionDescription,,通关任一升格条件后可升格至下一阶,いずれかの昇格条件を満たすと昇格可能,
